KdBar,Barcode,Nmbar,KdKel,NmKel,HBeli,HPokok,HJual,markup,HTetap,Mst,StMin,StMax,StAwal,StMasuk,StKeluar,Konsi,Disc,Foto,HJUAL2,HJUAL3,MARKUP2,MARKUP3,QTY2,QTY3
'8992775005392,'8992775005392,GARUDA CRUNCHY POTATO NET,NULL,NULL,1750,1750,2500,42.85714,N,N,0,0,0,10,2,N,0,,0,0,0,0,0,0
'8992775002193,'8992775002193,Garuda Crunchy bbq,P,PERMEN,1800,1800,2500,38.88889,N,N,0,0,10,0,13,N,0,,0,0,0,0,0,0
'8993175532464,'8993175532464,RICHEESE NABATI 75G,SNK,SNACK,4500,4500,6000,33.33333,N,N,0,0,3,0,0,N,0,,0,0,0,0,0,0
'8000500224281,'8000500224281,NUTELLA B-READY 22G,CKL,COKELAT,8500,8500,11000,29.41176,N,N,0,0,4,0,0,N,0,,0,0,0,0,0,0
'9556001670700,'9556001670700,KITKAT 4FF 35G,CKL,COKELAT,8000,8000,11000,37.5,N,N,0,0,4,4,5,N,0,,0,0,0,0,0,0
'8000500066027,'8000500066027,KINDER BUENO 43G,CKL,COKELAT,14000,14000,17000,21.42857,N,N,0,0,3,0,1,N,0,,14000,0,0,0,0,0
'8992957221367,'8992957221367,GOLDEN CITY Lagie,CKL,COKELAT,4000,4250,6000,33.33333,N,N,0,0,3,3,0,N,0,,0,0,0,0,0,0
'8992388145324,'8992388145324,NIU CHOCO HAZELNUT,NULL,NULL,6900,6900,8000,15.94203,N,N,0,0,0,17,24,N,0,,0,0,0,0,0,0
'20654,'654103,SANDAL SWALLOW CEWEK,NULL,NULL,14000,14000,20000,42.85714,N,N,0,0,0,6,3,N,0,,0,0,0,0,0,0
'8994834005916,'8994834005916,Spix mi goreng 16g,MIE,MIE,1000,1000,1500,50,N,N,0,0,0,0,35,N,0,,0,0,0,0,0,0
'8999168211583,'8999168211583,ESSE DOUBLE POP,NULL,NULL,39700,37100,43000,8.31234,N,N,0,0,0,13,11,N,0,,0,0,0,0,0,0
'8991906101545,'8991906101545,DJARUM KING FILTER,NULL,NULL,18300,18300,21000,14.7541,N,N,0,0,0,3,3,N,0,,0,0,0,0,0,0
'8990016101520,'8990016101520,SOBER KRETEK,NULL,NULL,5600,5600,8000,42.85714,N,N,0,0,0,2,2,N,0,,0,0,0,0,0,0
'8999999594602,'8999999594602,FEAST DUO,NULL,NULL,3636,3636,7000,92.51925,N,N,0,0,0,21,17,N,0,,0,0,0,0,0,0
'8999909006942,'8999909006942,SAMPURNA MILD ICON,RK,ROKOK,28100,28100,30000,6.76157,N,N,0,0,2,4,17,N,0,,0,0,0,0,0,0
'8998866203388,'8998866203388,POTABE BLACK TRUFFLE,MKN,NULL,8200,8200,10000,21.95122,N,N,0,0,6,0,10,N,0,,0,0,0,0,0,0
'8998866202473,'8998866202473,JAPOTA MADU,MKN,NULL,8700,8700,11000,26.43678,N,N,0,0,6,6,2,N,0,,0,0,0,0,0,0
'8998866203494,'8998866203494,JAPOTA SAMBAL BAWANG,MKN,NULL,8700,8700,11000,26.43678,N,N,0,0,6,0,1,N,0,,0,0,0,0,0,0
'8996001302347,'8996001302347,SARI GANDUM 240 GR,MKN,NULL,9000,9000,12000,33.33333,N,N,0,0,5,0,3,N,0,,0,0,0,0,0,0
'8996001305058,'8996001305058,ROMA SANDWICH,MKN,NULL,7333,6988.67,9000,22.73285,N,N,0,0,7,6,8,N,0,,0,0,0,0,0,0
'8993053121407,'8993053121407,PASEO SMART 250 SHEET,TS,NULL,10500,10500,14000,33.33333,N,N,0,0,5,10,13,N,0,,0,0,0,0,0,0
'8992759170580,'8992759170580,JOLLY TISUE,TS,NULL,7500,7500,10000,33.33333,N,N,0,0,5,0,10,N,0,,0,0,0,0,0,0
'8994449080025,'8994449080025,SUNKIST LEMON WATER,NULL,NULL,4600,4600,7000,52.17391,N,N,0,0,0,9,9,N,0,,0,0,0,0,0,0
'8994588342114,'8994588342114,CHEERS 600ML,NULL,NULL,1325,1325,4000,201.88679,N,N,0,0,0,72,57,N,0,,0,0,0,0,0,0
'8994588342121,'8994588342121,CHEERS 1500ML,AIR,AIR,2882,2882,7000,142.88688,N,N,0,0,0,24,60,N,0,,0,0,0,0,0,0
'8996001314005,'8996001314005,ROMA KELAPA COKLAT,MKN,NULL,8000,8000,12000,50,N,N,0,0,7,0,6,N,0,,0,0,0,0,0,0
'041,'041,PLASTIK SAMPAH,NULL,NULL,1000,1000,2000,100,N,N,0,0,0,0,16,N,0,,0,0,0,0,0,0
'8994834007705,'8994834007705,SPIX SOBA BALADO 16G,NULL,NULL,850,850,1500,76.47059,N,N,0,0,0,20,19,N,0,,0,0,0,0,0,0
'8994834007712,'8994834007712,SPIX SOBA AYAM BAKAR 16G,NULL,NULL,850,850,1500,76.47059,N,N,0,0,0,20,2,N,0,,0,0,0,0,0,0
'0654,'0654,JARUM,NULL,NULL,3500,3500,6000,71.42857,N,N,0,0,0,24,3,N,0,,0,0,0,0,0,0
'9556057447011,'9556057447011,SOMERSBY APPLE 330ML,NULL,NULL,43750,43750,50000,14.28571,N,N,0,0,0,15,14,N,0,,0,0,0,0,0,0
'8999999572303,'8999999572303,SUNLIGHT 460ML,NULL,NULL,9500,9500,12000,26.31579,N,N,0,0,0,14,13,N,0,,0,0,0,0,0,0
'8992718853806,'8992718853806,CUP NOODLES CHICKEN,C,CEMILAN,5475,5475,8000,46.11872,N,N,0,0,0,12,0,N,0,,0,0,0,0,0,0
'8992718853813,'8992718853813,CUP NOODLES BEEF,NULL,NULL,5475,5475,8000,46.11872,N,N,0,0,0,12,1,N,0,,0,0,0,0,0,0
'8994755030950,'8994755030950,GOOD TIME ISI 4+1,NULL,NULL,1666,1666,2500,50.06002,N,N,0,0,0,48,50,N,0,,0,0,0,0,0,0
'8992775311547,'8992775311547,CHOCOLATOS DARK CHOCO,NULL,NULL,1700,1700,2500,47.05882,N,N,0,0,0,10,12,N,0,,0,0,0,0,0,0
'8991906101668,'8991906101668,DJARUM 76 KRETEK 12,NULL,NULL,13500,13500,16000,18.51852,N,N,0,0,0,2,2,N,0,,0,0,0,0,0,0
'8991906101774,'8991906101774,MADU HITAM 76,NULL,NULL,12800,12800,15000,17.1875,N,N,0,0,0,2,2,N,0,,0,0,0,0,0,0
'089686732078,'089686732078,CHITATO LITE SALMON TERIYAKI,NULL,NULL,10000,9875,12000,26.31579,N,N,0,0,0,9,6,N,0,,0,0,0,0,0,0
'8997004306950,'8997004306950,OISHI POPCORN JAGUNG BERONDONG,NULL,NULL,1800,1800,3000,66.66667,N,N,0,0,0,20,21,N,0,,0,0,0,0,0,0
'8992946533662,'8992946533662,MINYAK FITRI 100ML,NULL,NULL,7500,7500,11000,46.66667,N,N,0,0,0,14,23,N,0,,0,0,0,0,0,0
'8997223481018,'8997223481018,NATION LINE 16,NULL,NULL,17700,17700,20000,12.99435,N,N,0,0,0,2,5,N,0,,0,0,0,0,0,0
'8997017791521,'8997017791521,WIN FILTER 20 KRETEK,NULL,NULL,26700,26433.33,29000,8.61423,N,N,0,0,0,5,4,N,0,,0,0,0,0,0,0
'8997017791552,'8997017791552,WIN FILTER 12 KRETEK,NULL,NULL,16700,16700,19000,13.77246,N,N,0,0,0,6,5,N,0,,0,0,0,0,0,0
'089686729009,'089686729009,DORITOS ROASTED CORN 20G,NULL,NULL,1750,1750,2500,42.85714,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'8997217370311,'8997217370311,CAMEL PURPLE 12,NULL,NULL,15600,15600,18000,15.38462,N,N,0,0,0,2,2,N,0,,0,0,0,0,0,0
'8999999540456,'8999999540456,CORNETTO STRAWBERRY&VANILLA,NULL,NULL,4300,4300,7000,62.7907,N,N,0,0,0,12,2,N,0,,0,0,0,0,0,0
'8850389108291,'8850389108291,MOGU MOGU NANAS,NULL,NULL,9000,9000,11000,22.22222,N,N,0,0,0,15,19,N,0,,0,0,0,0,0,0
'8997218380401,'8997218380401,ICHITAN KOREAN STRW MILK,NULL,NULL,7300,7300,10000,36.9863,N,N,0,0,0,24,16,N,0,,0,0,0,0,0,0
'8997218380340,'8997218380340,ICHITAN KOREAN BANANA MILK,NULL,NULL,7300,7300,10000,36.9863,N,N,0,0,0,23,19,N,0,,6796.88,6796.88,-6.89212,-6.89212,0,0
'8990800006727,'8990800006727,MENTOS GRAPE 37G,NULL,NULL,3500,3500,6000,71.42857,N,N,0,0,0,4,4,N,0,,0,0,0,0,0,0
'8998685013007,'8998685013007,HEXOS BARLEY MINT,NULL,NULL,1700,1700,4000,135.29412,N,N,0,0,0,6,7,N,0,,0,0,0,0,0,0
'8991001243041,'8991001243041,TOP TRIPLE CHOCOLATE 32G,NULL,NULL,3600,3600,5000,38.88889,N,N,0,0,0,3,0,N,0,,0,0,0,0,0,0
'8991001122018,'8991001122018,DELFI FRUIT & NUT 25G,NULL,NULL,7500,7500,11000,46.66667,N,N,0,0,0,4,2,N,0,,0,0,0,0,0,0
'95502489,'95502489,KITKAT 17G,NULL,NULL,4500,4500,6000,33.33333,N,N,0,0,0,4,3,N,0,,0,0,0,0,0,0
'8851019230573,'8851019230573,POCKY STRAWBERRY 21G,NULL,NULL,4000,4000,6000,50,N,N,0,0,0,3,3,N,0,,0,0,0,0,0,0
'8990044000086,'8990044000086,POCKY COOKIES & CREAM 20G,NULL,NULL,4000,4000,6000,50,N,N,0,0,0,3,2,N,0,,0,0,0,0,0,0
'8994075250359,'8994075250359,MOMOGI CHOCOLATE 50G,NULL,NULL,4500,4500,6000,33.33333,N,N,0,0,0,4,3,N,0,,0,0,0,0,0,0
'8996001523230,'8996001523230,MI GELAS SOTO AYAM,NULL,NULL,1300,1300,3000,122.22222,N,N,0,0,0,20,3,N,0,,0,0,0,0,0,0
'8996001523223,'8996001523223,MI GELAS KARI AYAM,NULL,NULL,1300,1300,3000,122.22222,N,N,0,0,0,20,6,N,0,,0,0,0,0,0,0
'8996001523216,'8996001523216,MI GELAS AYAM BAWANG,NULL,NULL,1300,1300,3000,122.22222,N,N,0,0,0,20,18,N,0,,0,0,0,0,0,0
'7622300761349,'7622300761349,OREO MINI ORIGINAL,NULL,NULL,7000,7000,10000,42.85714,N,N,0,0,0,6,5,N,0,,0,0,0,0,0,0
'7622210462534,'7622210462534,OREO MINI STRAWBERRY,NULL,NULL,7000,7000,10000,42.85714,N,N,0,0,0,5,1,N,0,,0,0,0,0,0,0
'202110283,'202110283,ASTOR MINI BLACK VANILLA,NULL,NULL,4000,4000,6000,50,N,N,0,0,0,1,0,N,0,,0,0,0,0,0,0
'202110280,'202110280,ASTOR MINI PANDAN,NULL,NULL,4000,4000,6000,50,N,N,0,0,0,1,1,N,0,,0,0,0,0,0,0
'202110281,'202110281,ASTOR MINI STRAWBERRY,NULL,NULL,4000,4000,6000,50,N,N,0,0,0,1,0,N,0,,0,0,0,0,0,0
'6901668053121,'6901668053121,OREO ORIGINAL 64G,NULL,NULL,5500,5500,7000,27.27273,N,N,0,0,0,5,11,N,0,,0,0,0,0,0,0
'6941976213138,'6941976213138,ELFBAR SAKURA GRAPE,NULL,NULL,144000,144000,180000,25,N,N,0,0,0,8,8,N,0,,0,0,0,0,0,0
'6941976213183,'6941976213183,ELFBAR WATERMELON,NULL,NULL,144000,144000,180000,25,N,N,0,0,0,9,15,N,0,,0,0,0,0,0,0
'6941976254360,'6941976254360,ELFBAR ICE TEA,NULL,NULL,144000,144000,180000,25,N,N,0,0,0,3,6,N,0,,0,0,0,0,0,0
'6941976221256,'6941976221256,ELFBAR BANANA MILK,NULL,NULL,144000,144000,180000,25,N,N,0,0,0,8,12,N,0,,0,0,0,0,0,0
'6941976213121,'6941976213121,ELFBAR PINEAPPLE COCONUT,NULL,NULL,144000,144000,180000,25,N,N,0,0,0,8,13,N,0,,0,0,0,0,0,0
'6941976213084,'6941976213084,ELFBAR BLUE RAZZ ICE,NULL,NULL,144000,144000,180000,25,N,N,0,0,0,9,16,N,0,,0,0,0,0,0,0
'6941976221294,'6941976221294,ELFBAR LEMON MINT,NULL,NULL,144000,144000,180000,25,N,N,0,0,0,8,7,N,0,,0,0,0,0,0,0
'6941976221331,'6941976221331,ELFBAR STRAWBERRY ICE CREAM,NULL,NULL,144000,144000,180000,25,N,N,0,0,0,9,15,N,0,,0,0,0,0,0,0
'6941976213169,'6941976213169,ELFBAR TRIPLE MANGO,NULL,NULL,144000,144000,180000,25,N,N,0,0,0,9,13,N,0,,0,0,0,0,0,0
'6941976221270,'6941976221270,ELFBAR JUICY PEACH,NULL,NULL,144000,144000,180000,25,N,N,0,0,0,9,15,N,0,,0,0,0,0,0,0
'8999999595647,'8999999595647,MAGNUM MATCHA CRUMBLE,NULL,NULL,14415,14415,18000,24.86993,N,N,0,0,0,24,13,N,0,,0,0,0,0,0,0
'8993175541626,'8993175541626,RICHEESE NABATI WAFER 17G,NULL,NULL,900,900,1500,66.66667,N,N,0,0,0,10,1,N,0,,0,0,0,0,0,0
'8996001358375,'8996001358375,WAFELLO COCONUT CREME,NULL,NULL,900,900,1500,66.66667,N,N,0,0,0,10,5,N,0,,0,0,0,0,0,0
'144254,'64565,ANGGUR MERAH ORANG TUA,NULL,NULL,65000,65000,75000,15.38462,N,N,0,0,0,5,22,N,0,,0,0,0,0,0,0
'7622201430153,'7622201430153,OREO CHOCOLATE CREME 27G,NULL,NULL,1750,1750,3000,71.42857,N,N,0,0,0,12,10,N,0,,0,0,0,0,0,0
'8991102883337,'8991102883337,SINGARAJA 620ML,NULL,NULL,22500,22500,28000,24.44444,N,N,0,0,0,96,136,N,0,,0,0,0,0,0,0
'8886002100236,'8886002100236,DRAFT BEER 620ML,NULL,NULL,25400,25400,31000,22.04724,N,N,0,0,0,168,382,N,0,,0,0,0,0,0,0
'089686041705,'089686041705,INDOMIE GORENG JUMBO,NULL,NULL,3541,3541,4500,27.08274,N,N,0,0,0,24,19,N,0,,0,0,0,0,0,0
'8993496001083,'8993496001083,MINYAK GORENG SANIA 1L,NULL,NULL,17000,17000,21000,23.52941,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8993496106504,'8993496106504,MINYAK GORENG FORTUNE 1L,NULL,NULL,17500,17500,21000,20,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8993379500337,'8993379500337,MINYAK GORENG SUNCO 500ML,NULL,NULL,9500,9500,13000,36.84211,N,N,0,0,0,0,5,N,0,,0,0,0,0,0,0
'089686401721,'089686401721,INDOFOOD SAUS TOMAT,NULL,NULL,5000,5000,7000,40,N,N,0,0,0,3,0,N,0,,0,0,0,0,0,0
'8996001354063,'8996001354063,BENG-BENG NUTS ALMOND,NULL,NULL,4666,4666,6000,28.5898,N,N,0,0,0,15,7,N,0,,0,0,0,0,0,0
'8997004302501,'8997004302501,OISHI POPCORN CARAMEL 100G,NULL,NULL,15300,14940,18000,17.64706,N,N,0,0,0,8,8,N,0,,0,0,0,0,0,0
'8997004302952,'8997004302952,OISHI POPCORN MENTEGA 100G,NULL,NULL,13500,13500,17000,25.92593,N,N,0,0,0,4,3,N,0,,0,0,0,0,0,0
'8997004302518,'8997004302518,OISHI POPCORN CHOCOLATE 100G,NULL,NULL,13500,13500,17000,25.92593,N,N,0,0,0,4,2,N,0,,0,0,0,0,0,0
'8994834001192,'8994834001192,TIC TIC BAWANG 70G,NULL,NULL,5000,5000,7000,40,N,N,0,0,0,10,6,N,0,,0,0,0,0,0,0
'8994834006135,'8994834006135,TIC TIC BAWANG + SAOS,NULL,NULL,5000,5000,7000,40,N,N,0,0,0,4,4,N,0,,0,0,0,0,0,0
'8996001304037,'8996001304037,SLAI OLAI BLUEBERRY 192G,NULL,NULL,8500,8500,12000,41.17647,N,N,0,0,0,4,0,N,0,,0,0,0,0,0,0
'8996001304020,'8996001304020,SLAI OLAI NANAS 192G,NULL,NULL,8500,8500,12000,41.17647,N,N,0,0,0,10,2,N,0,,0,0,0,0,0,0
'089686723052,'089686723052,CHIKI TWIST AYAM PANGGANG 75G,NULL,NULL,5700,5600,7000,22.80702,N,N,0,0,0,10,6,N,0,,0,0,0,0,0,0
'8993004788147,'8993004788147,SMAX BALLS 70G,NULL,NULL,5500,5500,7000,27.27273,N,N,0,0,0,4,3,N,0,,0,0,0,0,0,0
'8991001111944,'8991001111944,DELFI TAKE IT MILK 35G,NULL,NULL,7192,7192,10000,39.04338,N,N,0,0,0,10,8,N,0,,0,0,0,0,0,0
'8991001112927,'8991001112927,DELFI TAKE IT GREEN TEA 35G,NULL,NULL,7192,7192,10000,39.04338,N,N,0,0,0,10,8,N,0,,0,0,0,0,0,0
'089686590098,'089686590098,CHIKI BALLS CRAFTY CHEESE 16G,NULL,NULL,1600,1600,2500,56.25,N,N,0,0,0,20,27,N,0,,0,0,0,0,0,0
'089686590197,'089686590197,CHIKI BALLS CHEECKU CHICKEN 16,NULL,NULL,1600,1600,2500,56.25,N,N,0,0,0,20,30,N,0,,0,0,0,0,0,0
'8992775002933,'8992775002933,GERY SALUT MALKIS DOUBLE ABON,NULL,NULL,6000,6000,8000,33.33333,N,N,0,0,0,4,1,N,0,,0,0,0,0,0,0
'8998009011207,'8998009011207,ULTRA MILK LOW FAT COKLAT,NULL,NULL,21500,21500,25000,16.27907,N,N,0,0,0,2,0,N,0,,0,0,0,0,0,0
'089686827798,'089686827798,COCOBIT LECI,NULL,NULL,5750,5750,8000,39.13043,N,N,0,0,0,4,2,N,0,,0,0,0,0,0,0
'16054,'0654034,TISSUE PASEO 2 PLY 50 SHEETS,NULL,NULL,2500,2500,7000,64.70588,N,N,0,0,0,5,5,N,0,,0,0,0,0,0,0
'8998899400204,'8998899400204,AUTAN ALL NIGHT,NULL,NULL,500,500,1500,200,N,N,0,0,0,24,28,N,0,,0,0,0,0,0,0
'8998899995946,'8998899995946,AUTAN SAKURA,NULL,NULL,500,500,1500,200,N,N,0,0,0,24,10,N,0,,0,0,0,0,0,0
'8993189270819,'8993189270819,MAMYPOKO PANTS L,NULL,NULL,1800,1800,4000,122.22222,N,N,0,0,0,10,1,N,0,,0,0,0,0,0,0
'8993189270833,'8993189270833,MAMYPOKO PANTS XL,NULL,NULL,2250,2250,4000,77.77778,N,N,0,0,0,10,0,N,0,,0,0,0,0,0,0
'089686010015,'089686010015,INDOMIE AYAM BAWANG,NULL,NULL,2700,2700,3500,29.62963,N,N,0,0,0,20,22,N,0,,0,0,0,0,0,0
'8980201379629,'8980201379629,KAWA-KAWA ANGGUR HIJAU,NULL,NULL,59333,59333,75000,26.4052,N,N,0,0,0,6,4,N,0,,0,0,0,0,0,0
'4800361002936,'4800361002936,NESTLE HONEY STAR,NULL,NULL,21000,21000,24000,14.28571,N,N,0,0,0,1,1,N,0,,0,0,0,0,0,0
'4800361002974,'4800361002974,NESTLE MILO CEREAL,NULL,NULL,21000,21000,24000,14.28571,N,N,0,0,0,1,0,N,0,,0,0,0,0,0,0
'4800361002851,'4800361002851,NESTLE KOKO KRUNCH,NULL,NULL,18565,18565,22000,18.50256,N,N,0,0,0,1,1,N,0,,0,0,0,0,0,0
'8997231840029,'8997231840029,TIGERS SNUS TABACCO PEPPERMINT,NULL,NULL,109000,109000,140000,28.44037,N,N,0,0,0,5,4,N,0,,0,0,0,0,0,0
'8997231840012,'8997231840012,TIGERS SNUS TABACCO ORIGINAL,NULL,NULL,109000,109000,140000,28.44037,N,N,0,0,0,5,1,N,0,,0,0,0,0,0,0
'8997231840036,'8997231840036,TIGERS SNUS TABACCO CLOVE,NULL,NULL,109000,109000,140000,28.44037,N,N,0,0,0,5,1,N,0,,0,0,0,0,0,0
'8999999595876,'8999999595876,CORNETTO POP BUTTER POPCORN,NULL,NULL,4037,4037,7000,73.39609,N,N,0,0,0,24,11,N,0,,0,0,0,0,0,0
'8991926101037,'8991926101037,FORTE ORIGINAL 20,NULL,NULL,24000,24000,26000,8.33333,N,N,0,0,0,2,2,N,0,,0,0,0,0,0,0
'089686611649,'089686611649,QTELA BARBEQUE 180G,NULL,NULL,15000,15000,18000,20,N,N,0,0,0,3,3,N,0,,0,0,0,0,0,0
'089686611540,'089686611540,QTELA ORIGINAL 180G,NULL,NULL,15000,15000,18000,20,N,N,0,0,0,3,3,N,0,,0,0,0,0,0,0
'9556156003347,'9556156003347,YEOS SOY BEAN,BTL,MINUMAN,4995,4995,8000,60.16016,N,N,0,0,6,0,2,N,0,,0,0,0,0,0,0
'8997228610925,'8997228610925,DAEBAK SPARK MUSCAT GRAPE,NULL,NULL,23000,23000,27000,17.3913,N,N,0,0,0,12,12,N,0,,0,0,0,0,0,0
'089686598766,'089686598766,CHITATO BBQ 168G,NULL,NULL,21600,21600,24000,11.11111,N,N,0,0,0,3,3,N,0,,0,0,0,0,0,0
'8995077606472,'8995077606472,TOSTOS ROASTED CORN 145G,NULL,NULL,10900,10900,14000,28.44037,N,N,0,0,0,4,4,N,0,,0,0,0,0,0,0
'8995077606496,'8995077606496,TOSTOS KOREAN BBQ 145G,NULL,NULL,10900,10900,14000,28.44037,N,N,0,0,0,4,4,N,0,,0,0,0,0,0,0
'8995077606489,'8995077606489,TOSTOS NACHO CHEESE 145G,NULL,NULL,10900,10900,14000,28.44037,N,N,0,0,0,4,3,N,0,,0,0,0,0,0,0
'089686732085,'089686732085,CHITATO LITE SAUS KRIM BWG 68G,NULL,NULL,10500,10500,12000,14.28571,N,N,0,0,0,6,1,N,0,,0,0,0,0,0,0
'089686598889,'089686598889,CHITATO MAXX SPICY MEXICAN 68G,NULL,NULL,10000,9483.33,11000,30.17751,N,N,0,0,0,12,7,N,0,,0,0,0,0,0,0
'089686590005,'089686590005,CHIKI BALLS CHEEKY CHKN 55G,NULL,NULL,5700,5700,7000,22.80702,N,N,0,0,0,6,6,N,0,,0,0,0,0,0,0
'8991102300544,'8991102300544,TANGO VANILLA 133G,NULL,NULL,12700,12700,15000,18.11024,N,N,0,0,0,6,3,N,0,,0,0,0,0,0,0
'8991102303309,'8991102303309,TANGO STRAWBEERY 133G,NULL,NULL,12700,12700,15000,18.11024,N,N,0,0,0,6,0,N,0,,0,0,0,0,0,0
'8991102300421,'8991102300421,TANGO CHOCOLATE 133G,NULL,NULL,12700,12700,15000,18.11024,N,N,0,0,0,6,1,N,0,,0,0,0,0,0,0
'8994504102334,'8994504102334,HELLO PANDA MILK 42G,NULL,NULL,7550,7550,10000,32.45033,N,N,0,0,0,4,4,N,0,,0,0,0,0,0,0
'8888166842557,'8888166842557,GENJI ORIGINAL PIE 70G,NULL,NULL,10900,10900,13000,19.26606,N,N,0,0,0,3,3,N,0,,0,0,0,0,0,0
'8990333162044,'8990333162044,LOTTE XYLITOL JERUK NIPIS,NULL,NULL,3600,3600,6000,66.66667,N,N,0,0,0,15,9,N,0,,0,0,0,0,0,0
'8990333162075,'8990333162075,LOTTE XYLITOL BLUBERRY MINT,NULL,NULL,3600,3600,6000,66.66667,N,N,0,0,0,10,8,N,0,,0,0,0,0,0,0
'8990333140172,'8990333140172,LOTTE XYLITOL STRAWBERRY MINT,NULL,NULL,3600,3600,6000,66.66667,N,N,0,0,0,5,8,N,0,,0,0,0,0,0,0
'8990333166073,'8990333166073,LOTTE XYLITOL BLUEBERRY 27G,NULL,NULL,8400,8400,11000,30.95238,N,N,0,0,0,12,11,N,0,,0,0,0,0,0,0
'8990333166042,'8990333166042,LOTTE XYLITOL JERUK NIPIS 22G,NULL,NULL,8400,8400,11000,30.95238,N,N,0,0,0,12,8,N,0,,0,0,0,0,0,0
'8990333166059,'8990333166059,LOTTE XYLITOL FRESH MINT 22G,NULL,NULL,8400,8400,11000,30.95238,N,N,0,0,0,12,9,N,0,,0,0,0,0,0,0
'8995077605659,'8995077605659,DEKA WAFER BITES DURIAN 72G,NULL,NULL,7200,7200,10000,38.88889,N,N,0,0,0,4,0,N,0,,0,0,0,0,0,0
'8995077605642,'8995077605642,DEKA WAFER BITES UBE 72G,NULL,NULL,7200,7200,10000,38.88889,N,N,0,0,0,4,0,N,0,,0,0,0,0,0,0
'8998866201889,'8998866201889,KRISBEE PILLOW STRAWBERRY 100G,NULL,NULL,9800,9800,12000,22.44898,N,N,0,0,0,3,1,N,0,,0,0,0,0,0,0
'8991102794619,'8991102794619,TANGO WAFFLE CHOCO HAZELNUT,NULL,NULL,1833,1833,3000,63.66612,N,N,0,0,0,36,27,N,0,,0,0,0,0,0,0
'089686599008,'089686599008,CHITATO INDOMIE GORENG 68G,NULL,NULL,10000,9833.33,12000,26.31579,N,N,0,0,0,11,5,N,0,,0,0,0,0,0,0
'064654,'6064543,ANGGUR MERAH 275ML,NULL,NULL,26000,26000,32000,23.07692,N,N,0,0,0,4,4,N,0,,0,0,0,0,0,0
'123321,'1123321,KANEBO,NULL,NULL,18000,18000,25000,38.88889,N,N,0,0,10,0,5,N,0,,0,0,0,0,0,0
'456789,'456789,ARAK KARANGASEM,BTL,MINUMAN,18000,18000,30000,66.66667,N,N,0,0,8,0,137,N,0,,0,0,0,0,0,0
'8999999597344,'8999999597344,FEAST MINI,NULL,NULL,2422,2422,5000,106.44096,N,N,0,0,0,36,21,N,0,,0,0,0,0,0,0
'8999999564162,'8999999564162,WALL'S COOKIES OREO,NULL,NULL,6500,6309.29,8000,23.07692,N,N,0,0,0,32,18,N,0,,0,0,0,0,0,0
'54654,'0546546,PERTAMAX,NULL,NULL,0,0,30000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8997225840165,'8997225840165,MOMOTARO,RTI,NULL,2000,2000,3000,50,N,N,0,0,6,0,9,N,0,,0,0,0,0,0,0
'8992745320050,'8992745320050,STELA ORANGE,NULL,NULL,11000,11000,15000,36.36364,N,N,0,0,3,0,0,N,0,,0,0,0,0,0,0
'8992745610892,'8992745610892,STELA LAVENDER,NULL,NULL,11000,11000,15000,36.36364,N,N,0,0,3,0,0,N,0,,0,0,0,0,0,0
'8999999598044,'8999999598044,WALLS COOKIES AND CREAM,NULL,NULL,3200,3200,5000,56.25,N,N,0,0,0,24,2,N,0,,0,0,0,0,0,0
'8999999595586,'8999999595586,MAGNUM CHOCOLATE LUXE,NULL,NULL,16000,16000,20000,25,N,N,0,0,0,12,17,N,0,,0,0,0,0,0,0
'089686605037,'089686605037,JETZ SWEET STICK 18G,NULL,NULL,2000,2000,2500,25,N,N,0,0,0,0,25,N,0,,0,0,0,0,0,0
'8993189272974,'8993189272974,MAMY POKO XXL1,NULL,NULL,0,0,4000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8992959953105,'8992959953105,SWEETY BRONZE PANTS XXL,NULL,NULL,0,0,22000,0,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8997004302938,'8997004302938,OISHI TOSS RUMPUT LAUT 75G,NULL,NULL,8750,8750,11000,25.71429,N,N,0,0,0,4,4,N,0,,0,0,0,0,0,0
'8997004302914,'8997004302914,OISHI TOSS SAPI PANGGANG 75G,NULL,NULL,8750,8750,11000,25.71429,N,N,0,0,0,4,3,N,0,,0,0,0,0,0,0
'8999178760323,'8999178760323,MAITATOS KOREAN BBQ 70G,NULL,NULL,9000,9000,11000,22.22222,N,N,0,0,0,4,0,N,0,,0,0,0,0,0,0
'8999178760224,'8999178760224,MAITATOS CHILI BALADO 70G,NULL,NULL,9000,9000,11000,22.22222,N,N,0,0,0,4,0,N,0,,0,0,0,0,0,0
'089686723083,'089686723083,CHIKI TWIST FLAMING HOT,NULL,NULL,1600,1600,2500,56.25,N,N,0,0,0,30,14,N,0,,0,0,0,0,0,0
'8992745610519,'8992745610519,STELLA JAPANESE SAKURA 200ML,NULL,NULL,16500,16500,20000,21.21212,N,N,0,0,0,1,0,N,0,,0,0,0,0,0,0
'0651456,'065456,BATRAI ABC,NULL,NULL,8333,8333,12000,44.00576,N,N,0,0,0,6,2,N,0,,0,0,0,0,0,0
